"id","zone_erm_id","shop_class_id","city_id","manager_id","cm","name","address","phone"
"86","16","3","30245","64","3184","Le Havre VL","203 BOULEVARD DE GRAVILLE","02-35-26-50-68"
"87","16","3","4826","60","3228","Mondeville + rev","ZI CHARLES DE COULOMB","02-31-83-92-90"
"88","16","3","16670","187","3247","Nantes Orvault VL","262, ROUTE DE VANNES","02-51-77-82-30"
"89","16","3","13690","188","3284","Rennes Mail VL","70, AV. DU MAIL F. MITTERAND","02-99-59-35-29"
"90","16","3","13690","62","3286","Rennes Rte de Lorient VL","67 RUE DU MANOIR DE SERVIGNE ROUTE DE LORIEN","02-99-14-67-00"
"91","16","3","16717","61","3310","Saint Herblain VL","BOULEVARD SALVADOR ALLENDE ATLANTIS","02-40-92-00-05"
"92","17","3","17910","65","3012","Angers VL","4, AVENUE BESNARDIERE","02-41-31-13-50"
"93","17","2","18042","66","3190","Les Ponts de Cé","AVENUE DU MOULIN MARCILLE","02-41-95-70-60"
"94","17","4","17967","66","3396","Base av. Montjean sur Loire","26 ZA LES OUCHES MONTJEAN SUR LOIRE","02-41-18-12-93"
"95","18","2","13688","189","3282","Redon VI","ROUTE DE VANNES","02-99-70-35-40"
"96","18","1","13511","190","3064","Cesson VI","RUE DES CHARMILLES Z.I. SUD EST CHANTEPIE","02-99-53-23-53"
"97","18","4","7658","190","3272","Base av. Pommeret","21 RUE PAUL RICHET","02-99-14-57-59"
"98","18","1","13690","190","3285","Rennes Rte de Lorient VI","67 RUE DU MANOIR DE SEVIGNE ROUTE DE LORIENT","02-99-14-57-59"
"99","18","2","13740","67","3314","Saint Malo","18 AVENUE DU GENERAL FERIE","02-99-56-41-41"
"100","19","2","19805","191","3223","Mayenne","RUE MARIE ANDRE AMPERE ZI DE LA PEYENNEIRE","02-43-04-19-47"
"101","19","2","19853","68","3300","Saint Berthevin","10, BOULEVARD DES LOGES","02-43-91-45-50"
"102","20","1","13838","69","3050","Brive VI","IMPASSE DE LA SARRETIE","05-55-88-96-29"
"103","20","3","16919","70","3158","Gien","RUE JULES CESAR","02-38-67-42-08"
